,Id,Number_of_dependents__c,Disability_Rating__c,days_seek_services,length_of_service,"Highest_Level_of_Education_Completed__c__2 Year Degree (AA, AS, etc.)","Highest_Level_of_Education_Completed__c__4 Year Degree (BA, BS, etc.)","Highest_Level_of_Education_Completed__c__Doctorate (PhD, MD, etc.)",Highest_Level_of_Education_Completed__c__High School/GED,"Highest_Level_of_Education_Completed__c__Post-Graduate Degree (MA, MS, JD, etc.)",Service_Branch__c__Air Force,Service_Branch__c__Army,Service_Branch__c__Coast Guard,Service_Branch__c__Marines,Service_Branch__c__Navy,Gender__c__Female,Gender__c__Male,complete_survey
68665,0033800002p1nbzAAA,0.0,0,0.0,4418.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68667,0033800002p1ndlAAA,0.0,0,0.0,10683.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68668,0033800002p1nejAAA,0.0,0,0.0,7309.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68669,0033800002p1nhyAAA,0.0,0,0.0,11075.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68671,0033800002p1nyBAAQ,0.0,0,0.0,8786.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68673,0033800002p1o4iAAA,0.0,0,0.0,3006.0,1,0,0,0,0,0,1,0,0,0,1,0,1
68676,0033800002p1oMwAAI,0.0,0,0.0,5862.0,0,0,0,0,1,0,1,0,0,0,1,0,0
68678,0033800002p1oaFAAQ,0.0,0,0.0,7319.0,1,0,0,0,0,0,0,0,0,1,0,1,1
68679,0033800002p1obEAAQ,0.0,0,0.0,8038.0,0,0,0,1,0,0,0,0,0,1,0,1,0
68681,0033800002p1ofUAAQ,0.0,0,0.0,2300.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68682,0033800002p1p6VAAQ,0.0,0,0.0,7777.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68683,0033800002p1pH4AAI,0.0,0,0.0,11266.0,0,0,0,0,1,0,0,0,0,1,1,0,0
68687,0033800002p1pupAAA,0.0,0,4566.0,7389.0,0,1,0,0,0,1,0,0,0,0,0,1,0
68688,0033800002p1q2oAAA,0.0,0,0.0,3397.0,0,0,0,1,0,0,0,0,1,0,0,1,0
68689,0033800002p1qBbAAI,0.0,0,0.0,10582.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68690,0033800002p1qJLAAY,0.0,30,4108.0,9547.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68692,0033800002p1qc8AAA,0.0,0,184.0,7308.0,0,0,0,1,0,0,1,0,0,0,1,0,0
68695,0033800002p1ql6AAA,0.0,0,0.0,5114.0,0,1,0,0,0,0,0,0,0,1,0,1,0
68696,0033800002p1qnHAAQ,0.0,0,0.0,5693.0,1,0,0,0,0,1,0,0,0,0,0,1,0
68698,0033800002p1r1iAAA,0.0,60,6018.0,1095.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68700,0033800002p1rCCAAY,0.0,0,0.0,7493.0,0,1,0,0,0,1,0,0,0,0,0,1,0
68701,0033800002p1rEDAAY,0.0,0,0.0,1207.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68704,0033800002p1rbWAAQ,0.0,0,0.0,7306.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68712,0033800002p1s94AAA,0.0,0,0.0,1324.0,0,1,0,0,0,0,1,0,0,0,1,0,1
68716,0033800002p1swOAAQ,0.0,0,0.0,7298.0,0,0,1,0,0,0,0,0,1,0,0,1,0
68718,0033800002p1tfUAAQ,0.0,0,0.0,5902.0,1,0,0,0,0,1,0,0,0,0,0,1,0
68720,0033800002p1tjKAAQ,0.0,90,795.0,3464.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68725,0033800002p1uMxAAI,0.0,0,0.0,8493.0,0,0,0,0,1,1,0,0,0,0,0,1,1
68726,0033800002p1udKAAQ,0.0,0,0.0,9062.0,0,1,0,0,0,1,0,0,0,0,1,0,0
68728,0033800002p1umEAAQ,0.0,0,0.0,2050.0,0,0,0,1,0,0,0,0,0,1,1,0,0
68730,0033800002p1v2vAAA,0.0,0,0.0,10897.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68731,0033800002p1vCHAAY,0.0,90,275.0,5863.0,0,0,0,1,0,0,0,0,1,0,0,1,1
68733,0033800002p1vUfAAI,0.0,0,0.0,9736.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68734,0033800002p1vdJAAQ,0.0,0,0.0,4849.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68740,0033800002p1w8oAAA,0.0,30,1953.0,2160.0,0,1,0,0,0,0,1,0,0,0,1,0,0
68742,0033800002p1wLFAAY,0.0,0,0.0,8469.0,1,0,0,0,0,1,0,0,0,0,0,1,1
68752,0033800002p1wnKAAQ,0.0,0,485.0,11649.0,1,0,0,0,0,0,1,0,0,0,0,1,0
68754,0033800002p1xAEAAY,0.0,0,2207.0,1123.0,0,0,0,1,0,1,0,0,0,0,0,1,0
68763,0033800002p1xG5AAI,0.0,0,1431.0,5182.0,0,1,0,0,0,1,0,0,0,0,1,0,1
68766,0033800002p1xG9AAI,0.0,0,0.0,5127.0,1,0,0,0,0,0,1,0,0,0,0,1,1
68775,0033800002p1xGIAAY,0.0,0,1817.0,4248.0,0,1,0,0,0,1,0,0,0,0,0,1,0
68776,0033800002p1xGJAAY,0.0,0,41.0,2892.0,0,0,0,1,0,0,0,0,0,1,0,1,0
68782,0033800002p1xGPAAY,0.0,0,403.0,1515.0,0,0,0,0,1,0,0,0,1,0,0,1,0
68785,0033800002p1xGSAAY,0.0,100,113.0,10987.0,0,1,0,0,0,1,0,0,0,0,0,1,0
68787,0033800002p1xGUAAY,0.0,60,1745.0,3069.0,0,0,0,0,1,0,1,0,0,0,1,0,0
68789,0033800002p1xGWAAY,0.0,0,0.0,11040.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68795,0033800002p1xGcAAI,0.0,0,0.0,10897.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68797,0033800002p1xGeAAI,0.0,0,220.0,8402.0,1,0,0,0,0,1,0,0,0,0,0,1,1
68800,0033800002p1xGhAAI,0.0,0,80.0,8780.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68811,0033800002p1xGtAAI,0.0,0,0.0,1460.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68813,0033800002p1xGvAAI,0.0,10,129.0,6986.0,0,0,0,0,1,0,0,0,0,1,0,1,1
68816,0033800002p1xGyAAI,0.0,0,2109.0,4079.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68818,0033800002p1xH1AAI,0.0,10,2170.0,2190.0,0,0,0,1,0,1,0,0,0,0,0,1,0
68824,0033800002p1xH7AAI,0.0,40,499.0,3788.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68827,0033800002p1xHAAAY,0.0,80,3016.0,2130.0,0,0,0,0,1,0,0,0,0,1,0,1,1
68832,0033800002p1xHFAAY,0.0,0,6.0,11614.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68834,0033800002p1xHHAAY,0.0,100,378.0,9225.0,0,1,0,0,0,0,1,0,0,0,0,1,1
68835,0033800002p1xHIAAY,0.0,0,3807.0,1645.0,0,1,0,0,0,1,0,0,0,0,1,0,0
68840,0033800002p1xbmAAA,0.0,0,0.0,8323.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68841,0033800002p1xdJAAQ,0.0,0,0.0,11300.0,0,1,0,0,0,0,1,0,0,0,0,1,1
68846,0033800002p1xj7AAA,0.0,0,615.0,8259.0,1,0,0,0,0,1,0,0,0,0,0,1,0
68848,0033800002p1xmBAAQ,0.0,0,4808.0,7671.0,0,0,0,0,1,0,0,1,0,0,1,0,1
68852,0033800002p1y46AAA,0.0,0,46.0,5688.0,0,0,0,0,1,1,0,0,0,0,1,0,1
68857,0033800002p1yNdAAI,0.0,0,0.0,2142.0,0,0,0,1,0,0,0,0,1,0,0,1,1
68858,0033800002p1yOWAAY,0.0,100,0.0,7400.0,1,0,0,0,0,1,0,0,0,0,0,1,1
68859,0033800002p1ySXAAY,0.0,0,0.0,11304.0,0,0,0,0,1,0,0,0,0,1,0,1,0
68862,0033800002p1yZ4AAI,0.0,0,0.0,821.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68864,0033800002p1zPWAAY,0.0,0,0.0,8774.0,0,0,0,0,1,0,0,0,0,1,0,1,0
68865,0033800002p1zPlAAI,0.0,0,0.0,10827.0,0,0,0,0,1,0,1,0,0,0,0,1,1
68866,0033800002p1zQUAAY,0.0,0,0.0,9654.0,0,0,0,1,0,0,0,0,1,0,0,1,0
68868,0033800002p1zd0AAA,0.0,0,1796.0,3216.0,0,1,0,0,0,0,0,0,0,1,0,1,0
68872,0033800002p20DGAAY,0.0,0,154.0,2071.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68874,0033800002p20DaAAI,0.0,0,1723.0,6021.0,0,1,0,0,0,0,1,0,0,0,0,1,1
68875,0033800002p20DfAAI,0.0,0,0.0,7809.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68883,0033800002p20YRAAY,0.0,0,899.0,2922.0,1,0,0,0,0,0,1,0,0,0,1,0,0
68885,0033800002p20YqAAI,0.0,0,0.0,10474.0,0,1,0,0,0,1,0,0,0,0,0,1,0
68888,0033800002p20arAAA,0.0,0,260.0,1826.0,0,1,0,0,0,0,1,0,0,0,0,1,1
68890,0033800002p20buAAA,0.0,0,0.0,7600.0,0,1,0,0,0,0,0,0,1,0,0,1,0
68893,0033800002p20gvAAA,0.0,0,0.0,2192.0,0,1,0,0,0,0,0,0,0,1,0,1,1
68898,0033800002p20mPAAQ,0.0,0,0.0,3085.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68902,0033800002p20ncAAA,0.0,0,0.0,2897.0,0,0,0,1,0,0,0,0,0,1,0,1,0
68903,0033800002p20pEAAQ,0.0,0,0.0,4372.0,0,1,0,0,0,0,0,1,0,0,1,0,1
68905,0033800002p20zTAAQ,0.0,0,0.0,7892.0,1,0,0,0,0,0,0,0,0,1,0,1,1
68907,0033800002p212SAAQ,0.0,0,0.0,8723.0,0,1,0,0,0,0,1,0,0,0,1,0,0
68909,0033800002p216ZAAQ,0.0,0,0.0,1256.0,0,0,0,1,0,0,1,0,0,0,0,1,1
68912,0033800002p22EWAAY,0.0,0,0.0,1825.0,0,0,0,1,0,0,0,0,0,1,0,1,1
68913,0033800002p22IOAAY,0.0,50,139.0,3706.0,0,1,0,0,0,0,0,0,0,1,1,0,0
68926,0033800002p22ltAAA,0.0,0,0.0,8672.0,0,0,0,0,1,0,0,0,0,1,1,0,0
68931,0033800002p2354AAA,0.0,0,0.0,2190.0,0,0,0,1,0,1,0,0,0,0,1,0,0
68932,0033800002p239LAAQ,0.0,0,0.0,7959.0,0,1,0,0,0,0,0,0,0,1,0,1,1
68934,0033800002p23MjAAI,0.0,0,0.0,3915.0,1,0,0,0,0,0,1,0,0,0,1,0,0
68938,0033800002p23iLAAQ,0.0,0,0.0,2931.0,0,0,0,0,1,1,0,0,0,0,0,1,0
68940,0033800002p23qeAAA,0.0,0,0.0,9059.0,0,1,0,0,0,0,0,0,1,0,0,1,0
68942,0033800002p23uCAAQ,0.0,20,816.0,3286.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68943,0033800002p241XAAQ,0.0,0,0.0,7958.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68946,0033800002p24JRAAY,0.0,0,0.0,7308.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68948,0033800002p24gAAAQ,0.0,0,2313.0,2191.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68949,0033800002p24h3AAA,0.0,80,1316.0,5897.0,0,1,0,0,0,0,1,0,0,0,0,1,0
68950,0033800002p24hcAAA,0.0,0,8628.0,4047.0,0,0,0,0,1,0,1,0,0,0,1,0,0
68953,0033800002p2525AAA,0.0,0,0.0,9264.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68959,0033800002p25hBAAQ,0.0,0,0.0,7305.0,0,0,0,0,1,1,0,0,0,0,0,1,1
68960,0033800002p25lwAAA,0.0,0,0.0,8069.0,0,0,0,0,1,0,1,0,0,0,0,1,0
68970,0033800002p26R8AAI,0.0,0,0.0,1461.0,0,0,0,1,0,0,1,0,0,0,1,0,0
68973,0033800002p26agAAA,0.0,0,9.0,5841.0,0,0,0,1,0,0,1,0,0,0,0,1,0
68985,0033800002p27WeAAI,0.0,40,828.0,6830.0,0,0,0,1,0,0,1,0,0,0,0,1,1
68986,0033800002p27YuAAI,0.0,80,803.0,4525.0,0,1,0,0,0,1,0,0,0,0,1,0,1
68988,0033800002p27dGAAQ,0.0,0,0.0,7313.0,0,0,0,1,0,0,0,0,1,0,0,1,0
68993,0033800002p29eRAAQ,0.0,90,756.0,8766.0,0,1,0,0,0,0,0,0,0,1,1,0,1
68994,0033800002p29gCAAQ,0.0,0,0.0,10958.0,0,0,0,0,1,0,0,0,0,1,0,1,0
68999,0033800002q36e7AAA,0.0,0,0.0,1262.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69004,0033800002q36kZAAQ,0.0,0,7020.0,2709.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69010,0033800002q39UkAAI,0.0,0,0.0,9513.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69011,0033800002q39VnAAI,0.0,0,0.0,7745.0,0,0,0,0,1,0,1,0,0,0,1,0,1
69012,0033800002q39blAAA,0.0,0,66.0,10047.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69013,0033800002q39hgAAA,0.0,100,4259.0,1460.0,0,1,0,0,0,0,0,0,1,0,0,1,0
69017,0033800002q39vxAAA,0.0,0,380.0,1187.0,1,0,0,0,0,0,1,0,0,0,1,0,0
69020,0033800002q39ymAAA,0.0,0,62.0,2025.0,0,0,0,0,1,1,0,0,0,0,1,0,1
69023,0033800002q3A9fAAE,0.0,80,2941.0,3287.0,0,1,0,0,0,1,0,0,0,0,0,1,1
69034,0033800002q3AqgAAE,0.0,0,0.0,9516.0,1,0,0,0,0,1,0,0,0,0,0,1,1
69036,0033800002q3B1bAAE,0.0,0,36.0,7695.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69037,0033800002q3B4IAAU,0.0,0,2867.0,1165.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69038,0033800002q3B6TAAU,0.0,70,91.0,4535.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69045,0033800002q3BiFAAU,0.0,100,462.0,10470.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69046,0033800002q3BiyAAE,0.0,0,0.0,7489.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69047,0033800002q3BkBAAU,0.0,0,802.0,6531.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69050,0033800002q3BpcAAE,0.0,0,0.0,1282.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69051,0033800002q3BqVAAU,0.0,0,1303.0,1461.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69052,0033800002q3BvXAAU,0.0,0,16.0,1987.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69057,0033800002q3C33AAE,0.0,0,0.0,1460.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69059,0033800002q3C7PAAU,0.0,0,1811.0,2453.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69060,0033800002q3CBpAAM,0.0,60,2698.0,1690.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69061,0033800002q3CPhAAM,0.0,40,180.0,1178.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69063,0033800002q3CTTAA2,0.0,0,257.0,1856.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69064,0033800002q3CXUAA2,0.0,0,131.0,2361.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69065,0033800002q3Ca3AAE,0.0,0,0.0,1571.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69069,0033800002q3CpgAAE,0.0,0,0.0,2191.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69072,0033800002q3CyiAAE,0.0,0,0.0,1216.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69073,0033800002q3D0FAAU,0.0,0,1274.0,1113.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69076,0033800002q3D9bAAE,0.0,0,0.0,1206.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69077,0033800002q3DCLAA2,0.0,0,0.0,3652.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69078,0033800002q3DCaAAM,0.0,90,492.0,3954.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69080,0033800002q3DE0AAM,0.0,0,4116.0,2190.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69081,0033800002q3DGuAAM,0.0,10,5034.0,1096.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69083,0033800002q3DLuAAM,0.0,0,0.0,7625.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69090,0033800002q3DbSAAU,0.0,0,0.0,7332.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69091,0033800002q3DfSAAU,0.0,0,2449.0,4495.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69092,0033800002q3EB6AAM,0.0,0,7.0,5579.0,0,1,0,0,0,0,1,0,0,0,1,0,1
69095,0033800002q3Ex1AAE,0.0,0,0.0,1826.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69096,0033800002q3EyiAAE,0.0,90,1903.0,5414.0,1,0,0,0,0,0,1,0,0,0,0,1,1
69104,0033800002q3FyYAAU,0.0,0,0.0,7328.0,0,1,0,0,0,1,0,0,0,0,1,0,1
69105,0033800002q3G65AAE,0.0,0,0.0,8982.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69109,0033800002q3GSOAA2,0.0,90,466.0,7934.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69110,0033800002q3GTYAA2,0.0,0,0.0,5902.0,0,1,0,0,0,0,1,0,0,0,1,0,1
69111,0033800002q3GTsAAM,0.0,30,2928.0,1825.0,0,0,0,1,0,0,1,0,0,0,1,0,0
69112,0033800002q3GU7AAM,0.0,0,0.0,8054.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69114,0033800002q3GYBAA2,0.0,0,1258.0,4005.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69117,0033800002q3HEjAAM,0.0,0,0.0,7317.0,1,0,0,0,0,1,0,0,0,0,0,1,1
69118,0033800002q3HOAAA2,0.0,0,0.0,9027.0,1,0,0,0,0,0,0,1,0,0,0,1,0
69124,0033800002q3HiKAAU,0.0,0,0.0,8796.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69130,0033800002q3HwbAAE,0.0,0,0.0,9526.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69131,0033800002q3HxPAAU,0.0,0,0.0,9423.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69132,0033800002q3ICKAA2,0.0,0,2104.0,1828.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69135,0033800002q3IahAAE,0.0,0,0.0,7301.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69140,0033800002q3Ip0AAE,0.0,0,0.0,8261.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69141,0033800002q3IqcAAE,0.0,0,0.0,6207.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69142,0033800002q3IxKAAU,0.0,70,1377.0,7331.0,1,0,0,0,0,1,0,0,0,0,1,0,1
69144,0033800002q3J6lAAE,0.0,0,3319.0,4814.0,0,1,0,0,0,1,0,0,0,0,1,0,1
69152,0033800002q3JcAAAU,0.0,0,0.0,2890.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69157,0033800002q3Kq4AAE,0.0,50,1901.0,2792.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69158,0033800002q3KsFAAU,0.0,0,0.0,10972.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69159,0033800002q3Kv9AAE,0.0,0,7.0,3757.0,0,1,0,0,0,0,1,0,0,0,1,0,1
69161,0033800002q3L46AAE,0.0,0,0.0,7305.0,0,0,0,0,1,0,1,0,0,0,1,0,1
69162,0033800002q3L4LAAU,0.0,0,1325.0,7308.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69167,0033800002q3LKyAAM,0.0,90,2413.0,7331.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69168,0033800002q3LMfAAM,0.0,0,0.0,2311.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69171,0033800002q3MnYAAU,0.0,0,0.0,8353.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69173,0033800002q3N1MAAU,0.0,0,0.0,9881.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69174,0033800002q3N4kAAE,0.0,0,0.0,8158.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69175,0033800002q3N6WAAU,0.0,100,0.0,889.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69176,0033800002q3NFCAA2,0.0,100,254.0,1832.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69178,0033800002q3Na0AAE,0.0,0,0.0,1868.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69179,0033800002q3NkeAAE,0.0,0,0.0,9346.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69180,0033800002q3NmIAAU,0.0,0,0.0,7313.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69182,0033800002q3No4AAE,0.0,0,6673.0,3741.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69189,0033800002q3NoBAAU,0.0,0,888.0,1461.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69193,0033800002q3NoFAAU,0.0,0,3902.0,2922.0,0,0,0,1,0,1,0,0,0,0,0,1,0
69194,0033800002q3NoGAAU,0.0,30,1832.0,8766.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69199,0033800002q3NoLAAU,0.0,40,2021.0,1368.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69200,0033800002q3NsLAAU,0.0,0,2655.0,1460.0,1,0,0,0,0,0,0,0,0,1,1,0,0
69201,0033800002q3NzvAAE,0.0,0,0.0,8474.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69204,0033800002q3ODkAAM,0.0,0,1120.0,1786.0,0,0,0,0,1,0,1,0,0,0,1,0,1
69205,0033800002q3OJ4AAM,0.0,0,0.0,2916.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69207,0033800002q3OM8AAM,0.0,30,2570.0,9048.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69208,0033800002q3OMcAAM,0.0,0,0.0,1107.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69209,0033800002q3OPvAAM,0.0,0,0.0,1920.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69213,0033800002q3PPvAAM,0.0,0,2170.0,3110.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69215,0033800002q3PhRAAU,0.0,0,0.0,9500.0,0,1,0,0,0,0,0,0,0,1,0,1,1
69216,0033800002q3PkzAAE,0.0,50,0.0,4458.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69220,0033800002q3Q3WAAU,0.0,0,0.0,6101.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69224,0033800002q3QROAA2,0.0,0,0.0,3363.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69226,0033800002q3QhrAAE,0.0,100,6147.0,742.0,0,0,0,0,1,0,1,0,0,0,0,1,0
69227,0033800002q3QtNAAU,0.0,0,0.0,10974.0,0,0,0,0,1,0,1,0,0,0,0,1,1
69228,0033800002q3R6lAAE,0.0,100,2846.0,7717.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69231,0033800002q3RGWAA2,0.0,0,30.0,1826.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69232,0033800002q3RGqAAM,0.0,0,0.0,3194.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69235,0033800002q3RdRAAU,0.0,0,0.0,5758.0,0,1,0,0,0,0,0,1,0,0,0,1,0
69237,0033800002q3SFaAAM,0.0,0,0.0,7474.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69239,0033800002q3StNAAU,0.0,80,44.0,4563.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69240,0033800002q3TCAAA2,0.0,0,0.0,1504.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69263,0033800002q3TLWAA2,0.0,0,121.0,5019.0,0,0,0,0,1,0,1,0,0,0,1,0,0
69267,0033800002q3TQlAAM,0.0,0,0.0,10963.0,0,0,0,0,1,0,0,0,1,0,0,1,1
69270,0033800002q3TbrAAE,0.0,0,0.0,7948.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69272,0033800002q3TuTAAU,0.0,0,3324.0,1460.0,0,0,0,0,1,0,0,0,1,0,0,1,1
69273,0033800002q3Tw5AAE,0.0,0,305.0,1514.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69274,0033800002q3U9JAAU,0.0,0,0.0,3185.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69275,0033800002q3UB5AAM,0.0,80,1895.0,8046.0,0,0,0,0,1,1,0,0,0,0,0,1,0
69276,0033800002q3UBoAAM,0.0,0,0.0,9498.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69277,0033800002q3UGZAA2,0.0,0,0.0,8147.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69280,0033800002q3UiTAAU,0.0,50,493.0,7374.0,0,1,0,0,0,1,0,0,0,0,0,1,0
69282,0033800002q3UuAAAU,0.0,50,0.0,2221.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69283,0033800002q3UvrAAE,0.0,0,0.0,8406.0,1,0,0,0,0,0,0,0,0,1,0,1,0
69285,0033800002q3V2gAAE,0.0,0,0.0,3537.0,0,0,0,0,1,0,0,0,0,1,1,0,0
69287,0033800002q3V4XAAU,0.0,80,76.0,7738.0,1,0,0,0,0,0,1,0,0,0,0,1,0
69288,0033800002q3VF6AAM,0.0,0,0.0,11018.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69293,0033800002q3VZuAAM,0.0,50,4360.0,7330.0,0,0,0,0,1,0,0,0,0,1,1,0,0
69296,0033800002q3W07AAE,0.0,0,0.0,7921.0,0,0,0,0,1,0,0,0,0,1,0,1,0
69298,0033800002q3W5MAAU,0.0,0,0.0,2252.0,0,0,0,1,0,0,0,0,0,1,0,1,0
69299,0033800002q3W78AAE,0.0,0,0.0,4725.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69303,0033800002q3WOQAA2,0.0,0,0.0,8345.0,0,0,0,0,1,0,0,1,0,0,0,1,1
69305,0033800002q3WQRAA2,0.0,0,155.0,1826.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69308,0033800002q3WZsAAM,0.0,0,2871.0,1462.0,1,0,0,0,0,0,0,0,1,0,0,1,0
69309,0033800002q3WbyAAE,0.0,0,1863.0,7355.0,0,0,0,1,0,0,0,1,0,0,0,1,0
69318,0033800002q3X27AAE,0.0,0,0.0,7319.0,0,0,0,1,0,0,1,0,0,0,0,1,1
69319,0033800002q3XH3AAM,0.0,0,0.0,8418.0,0,1,0,0,0,0,1,0,0,0,0,1,0
69321,0033800002q3XM9AAM,0.0,0,0.0,9663.0,0,1,0,0,0,0,1,0,0,0,1,0,0
69323,0033800002q3XNWAA2,0.0,0,0.0,7900.0,0,0,0,1,0,0,1,0,0,0,0,1,0
69325,0033800002q3XP8AAM,0.0,0,0.0,1885.0,0,0,0,1,0,0,0,0,1,0,0,1,0
69328,0033800002q3XRqAAM,0.0,0,0.0,7394.0,0,1,0,0,0,0,0,0,0,1,0,1,0
69329,0033800002q3XSAAA2,0.0,60,7239.0,1462.0,1,0,0,0,0,1,0,0,0,0,0,1,0
